ID,List,Item,Condition,Matrix_num,Match,phrase_type,meanRTperword,Preamble,Correct,RT,Exp
58a63bb33968420001374678,0,46,filler,-,-,-,487.0,The policemen,1,657,EXP2
58a63bb33968420001374678,0,21,pp_rel,p,1,rel,493.6666666666667,The pictures that embarrassed the politicians,1,577,EXP2
58a63bb33968420001374678,0,37,filler,-,-,-,475.6666666666667,These hungry boys,1,548,EXP2
58a63bb33968420001374678,0,71,filler,-,-,-,466.0,Those plants,1,610,EXP2
58a63bb33968420001374678,0,20,ss_prep,s,1,prep,541.6666666666666,The corporation with the banking monopoly,0,546,EXP2
58a63bb33968420001374678,0,59,filler,-,-,-,631.3333333333334,These crooked prongs,1,866,EXP2
58a63bb33968420001374678,0,40,filler,-,-,-,567.3333333333334,Those unlucky firemen,0,1063,EXP2
58a63bb33968420001374678,0,23,sp_rel,s,0,rel,494.42857142857144,The teacher who received the education certificates,1,1189,EXP2
58a63bb33968420001374678,0,52,filler,-,-,-,591.6666666666666,The lazy student,1,488,EXP2
58a63bb33968420001374678,0,80,filler,-,-,-,913.5,The roses,1,692,EXP2
581272fddabe780001870ec9,0,67,filler,-,-,-,965.6666666666666,This short skirt,1,906,EXP2
581272fddabe780001870ec9,0,82,filler,-,-,-,1475.3333333333333,The icy wings,1,587,EXP2
581272fddabe780001870ec9,0,38,filler,-,-,-,867.0,Some roosters,1,431,EXP2
581272fddabe780001870ec9,0,45,filler,-,-,-,972.0,A hunter,1,372,EXP2
581272fddabe780001870ec9,0,84,filler,-,-,-,911.3333333333334,A faulty zipper,1,388,EXP2
581272fddabe780001870ec9,0,49,filler,-,-,-,906.3333333333334,A quiet librarian,0,580,EXP2
581272fddabe780001870ec9,0,62,filler,-,-,-,782.0,The newspaper,1,352,EXP2
581272fddabe780001870ec9,0,81,filler,-,-,-,1094.5,These radios,1,330,EXP2
581272fddabe780001870ec9,0,3,sp_prep,s,0,prep,1127.0,The tire-eater in the carnival sideshows,0,411,EXP2
581272fddabe780001870ec9,0,44,filler,-,-,-,673.3333333333334,This mad scientist,1,353,EXP2
581272fddabe780001870ec9,0,9,pp_prep,p,1,prep,754.5,The superintendents of the technical schools,1,401,EXP2
581272fddabe780001870ec9,0,83,filler,-,-,-,1056.0,The kitchen sink,1,271,EXP2
581272fddabe780001870ec9,0,68,filler,-,-,-,859.5,These churches,1,377,EXP2
581272fddabe780001870ec9,0,5,pp_rel,p,1,rel,591.75,The security forces that patrolled the manufacturing plants,0,607,EXP2
581272fddabe780001870ec9,0,54,filler,-,-,-,950.5,The bike,1,211,EXP2
581272fddabe780001870ec9,0,7,sp_rel,s,0,rel,681.375,The charismatic leader who addressed the dissident groups,1,452,EXP2
581272fddabe780001870ec9,0,74,filler,-,-,-,847.5,The coat,1,242,EXP2
581272fddabe780001870ec9,0,10,ps_prep,p,0,prep,595.3333333333334,The memos from the junior executive,0,421,EXP2
581272fddabe780001870ec9,0,47,filler,-,-,-,898.3333333333334,The unavoidable disaster,1,187,EXP2
581272fddabe780001870ec9,0,73,filler,-,-,-,1295.6666666666667,The broken printers,1,461,EXP2
581272fddabe780001870ec9,0,8,ss_rel,s,1,rel,577.3333333333334,The advisor who directed the student,1,331,EXP2
581272fddabe780001870ec9,0,65,filler,-,-,-,694.0,The chain,1,297,EXP2
581272fddabe780001870ec9,0,6,ps_rel,p,0,rel,669.4285714285714,The confessions that involved the television preacher,1,271,EXP2
581272fddabe780001870ec9,0,61,filler,-,-,-,766.3333333333334,A tight glove,1,327,EXP2
581272fddabe780001870ec9,0,39,filler,-,-,-,1004.0,Every child,1,250,EXP2
581272fddabe780001870ec9,0,4,ss_prep,s,1,prep,827.875,The bright light in Doctor Smith's examination room,1,633,EXP2
581272fddabe780001870ec9,0,79,filler,-,-,-,767.3333333333334,A closed drawer,1,894,EXP2
581272fddabe780001870ec9,0,28,ss_prep,s,1,prep,888.1666666666666,The laboratory with the analog computer,0,449,EXP2
581272fddabe780001870ec9,0,43,filler,-,-,-,595.6666666666666,All the cats,1,223,EXP2
581272fddabe780001870ec9,0,70,filler,-,-,-,791.5,This shoe,1,193,EXP2
581272fddabe780001870ec9,0,16,ss_rel,s,1,rel,692.3333333333334,The consultant who advised the firm,1,243,EXP2
581272fddabe780001870ec9,0,64,filler,-,-,-,800.3333333333334,The rusty blades,1,284,EXP2
581272fddabe780001870ec9,0,14,ps_rel,p,0,rel,1016.7142857142857,The rebel soldiers who deserted the battle,1,193,EXP2
581272fddabe780001870ec9,0,53,filler,-,-,-,1912.6666666666667,The prickly thorns,1,211,EXP2
581272fddabe780001870ec9,0,1,pp_prep,p,1,prep,557.625,The demo tapes from the popular rock singers,1,429,EXP2
581272fddabe780001870ec9,0,42,filler,-,-,-,708.0,The farmers,1,424,EXP2
581272fddabe780001870ec9,0,76,filler,-,-,-,721.3333333333334,The gooey filling,1,216,EXP2
581272fddabe780001870ec9,0,31,sp_rel,s,0,rel,394.75,The Peace Corps volunteer who assisted the villages,0,873,EXP2
581272fddabe780001870ec9,0,66,filler,-,-,-,490.5,The jackets,1,315,EXP2
581272fddabe780001870ec9,0,26,ps_prep,p,0,prep,857.6666666666666,The applicants for the corporate scholarship,1,411,EXP2
581272fddabe780001870ec9,0,36,filler,-,-,-,567.3333333333334,The slimy frog,1,299,EXP2
581272fddabe780001870ec9,0,35,filler,-,-,-,657.0,The fire,1,315,EXP2
581272fddabe780001870ec9,0,13,pp_rel,p,1,rel,664.8571428571429,The offices that belonged to the accountants,1,228,EXP2
581272fddabe780001870ec9,0,57,filler,-,-,-,807.0,The wobbly leg,1,266,EXP2
581272fddabe780001870ec9,0,27,sp_prep,s,0,prep,438.0,The editor of the history books,0,274,EXP2
581272fddabe780001870ec9,0,87,filler,-,-,-,757.0,Each fork,1,272,EXP2
581272fddabe780001870ec9,0,63,filler,-,-,-,589.3333333333334,The cracked knob,1,299,EXP2
581272fddabe780001870ec9,0,24,ss_rel,s,1,rel,557.5,The speaker who addressed the meeting,1,171,EXP2
581272fddabe780001870ec9,0,34,filler,-,-,-,827.5,The dog,1,161,EXP2
581272fddabe780001870ec9,0,17,pp_prep,p,1,prep,473.57142857142856,The teaching assistants for the physics labs,1,265,EXP2
581272fddabe780001870ec9,0,48,filler,-,-,-,622.3333333333334,Some terminal diseases,1,191,EXP2
581272fddabe780001870ec9,0,12,ss_prep,s,1,prep,482.7142857142857,The traffic jam on the Okemos street,1,226,EXP2
581272fddabe780001870ec9,0,69,filler,-,-,-,923.0,The tight fingers,1,209,EXP2
581272fddabe780001870ec9,0,50,filler,-,-,-,671.5,The President,1,255,EXP2
581272fddabe780001870ec9,0,29,pp_rel,p,1,rel,517.3333333333334,The demonstrators that interrupted the rallies,1,305,EXP2
581272fddabe780001870ec9,0,51,filler,-,-,-,520.0,The Prime Minister,1,289,EXP2
581272fddabe780001870ec9,0,15,sp_rel,s,0,rel,468.0,The actor who directed the films,0,275,EXP2
581272fddabe780001870ec9,0,75,filler,-,-,-,823.5,A train,1,312,EXP2
581272fddabe780001870ec9,0,77,filler,-,-,-,700.0,An oven,1,276,EXP2
581272fddabe780001870ec9,0,18,ps_prep,p,0,prep,603.6666666666666,The couriers with the diplomat's message,0,253,EXP2
581272fddabe780001870ec9,0,58,filler,-,-,-,548.0,Some iron railings,1,474,EXP2
581272fddabe780001870ec9,0,30,ps_rel,p,0,rel,495.42857142857144,The students who had failed the class,0,234,EXP2
581272fddabe780001870ec9,0,60,filler,-,-,-,508.5,A purse,1,231,EXP2
581272fddabe780001870ec9,0,56,filler,-,-,-,638.0,The laptop,1,221,EXP2
581272fddabe780001870ec9,0,11,sp_prep,s,0,prep,547.375,The neutral zone around the Arcturian solar systems,0,249,EXP2
581272fddabe780001870ec9,0,78,filler,-,-,-,885.0,Some loud speakers,1,375,EXP2
581272fddabe780001870ec9,0,2,ps_prep,p,0,prep,449.0,The pamphlets from the British government agency,0,499,EXP2
581272fddabe780001870ec9,0,85,filler,-,-,-,832.5,This chain,1,440,EXP2
581272fddabe780001870ec9,0,32,ss_rel,s,1,rel,501.6666666666667,The ruler who enslaved the city-state,0,781,EXP2
581272fddabe780001870ec9,0,33,filler,-,-,-,452.3333333333333,The unhappy man,1,461,EXP2
581272fddabe780001870ec9,0,55,filler,-,-,-,825.5,Some chairs,1,247,EXP2
581272fddabe780001870ec9,0,25,pp_prep,p,1,prep,533.1428571428571,The directors of the forthcoming motion pictures,0,815,EXP2
581272fddabe780001870ec9,0,41,filler,-,-,-,432.0,A helpless lamb,1,614,EXP2
581272fddabe780001870ec9,0,72,filler,-,-,-,1815.5,A staircase,1,199,EXP2
581272fddabe780001870ec9,0,22,ps_rel,p,0,rel,652.5,The composers who rewrote the opera,0,281,EXP2
581272fddabe780001870ec9,0,88,filler,-,-,-,651.5,Those shoes,1,436,EXP2
581272fddabe780001870ec9,0,19,sp_prep,s,0,prep,813.5,The star of the Broadway musicals,0,380,EXP2
581272fddabe780001870ec9,0,86,filler,-,-,-,474.0,That dull razor,1,473,EXP2
581272fddabe780001870ec9,0,46,filler,-,-,-,768.5,The policemen,1,295,EXP2
581272fddabe780001870ec9,0,21,pp_rel,p,1,rel,623.1666666666666,The pictures that embarrassed the politicians,1,310,EXP2
581272fddabe780001870ec9,0,37,filler,-,-,-,525.0,These hungry boys,1,450,EXP2
581272fddabe780001870ec9,0,71,filler,-,-,-,1335.0,Those plants,1,283,EXP2
581272fddabe780001870ec9,0,20,ss_prep,s,1,prep,511.5,The corporation with the banking monopoly,1,204,EXP2
581272fddabe780001870ec9,0,59,filler,-,-,-,904.6666666666666,These crooked prongs,1,269,EXP2
581272fddabe780001870ec9,0,40,filler,-,-,-,744.6666666666666,Those unlucky firemen,0,236,EXP2
581272fddabe780001870ec9,0,23,sp_rel,s,0,rel,656.1428571428571,The teacher who received the education certificates,1,202,EXP2
581272fddabe780001870ec9,0,52,filler,-,-,-,501.3333333333333,The lazy student,1,422,EXP2
581272fddabe780001870ec9,0,80,filler,-,-,-,669.0,The roses,1,273,EXP2
59ea4b9a0fb3a90001bd9aec,0,67,filler,-,-,-,422.0,This short skirt,1,1048,EXP2
59ea4b9a0fb3a90001bd9aec,0,82,filler,-,-,-,346.0,The icy wings,0,1502,EXP2
59ea4b9a0fb3a90001bd9aec,0,38,filler,-,-,-,367.0,Some roosters,1,1103,EXP2
59ea4b9a0fb3a90001bd9aec,0,45,filler,-,-,-,373.0,A hunter,1,1273,EXP2
59ea4b9a0fb3a90001bd9aec,0,84,filler,-,-,-,314.3333333333333,A faulty zipper,1,922,EXP2
59ea4b9a0fb3a90001bd9aec,0,49,filler,-,-,-,290.3333333333333,A quiet librarian,1,957,EXP2
59ea4b9a0fb3a90001bd9aec,0,62,filler,-,-,-,343.5,The newspaper,1,1212,EXP2
59ea4b9a0fb3a90001bd9aec,0,81,filler,-,-,-,358.0,These radios,1,1208,EXP2
59ea4b9a0fb3a90001bd9aec,0,3,sp_prep,s,0,prep,441.0,The tire-eater in the carnival sideshows,1,940,EXP2
59ea4b9a0fb3a90001bd9aec,0,44,filler,-,-,-,380.3333333333333,This mad scientist,1,1165,EXP2
59ea4b9a0fb3a90001bd9aec,0,9,pp_prep,p,1,prep,1035.1666666666667,The superintendents of the technical schools,1,1192,EXP2
59ea4b9a0fb3a90001bd9aec,0,83,filler,-,-,-,356.0,The kitchen sink,1,1046,EXP2
59ea4b9a0fb3a90001bd9aec,0,68,filler,-,-,-,362.0,These churches,1,1090,EXP2
59ea4b9a0fb3a90001bd9aec,0,5,pp_rel,p,1,rel,611.875,The security forces that patrolled the manufacturing plants,0,1500,EXP2
59ea4b9a0fb3a90001bd9aec,0,54,filler,-,-,-,378.5,The bike,0,1139,EXP2
59ea4b9a0fb3a90001bd9aec,0,7,sp_rel,s,0,rel,1024.875,The charismatic leader who addressed the dissident groups,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,74,filler,-,-,-,708.5,The coat,1,1278,EXP2
59ea4b9a0fb3a90001bd9aec,0,10,ps_prep,p,0,prep,826.8333333333334,The memos from the junior executive,1,934,EXP2
59ea4b9a0fb3a90001bd9aec,0,47,filler,-,-,-,634.3333333333334,The unavoidable disaster,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,73,filler,-,-,-,573.3333333333334,The broken printers,1,1261,EXP2
59ea4b9a0fb3a90001bd9aec,0,8,ss_rel,s,1,rel,365.5,The advisor who directed the student,1,1046,EXP2
59ea4b9a0fb3a90001bd9aec,0,65,filler,-,-,-,477.0,The chain,1,1443,EXP2
59ea4b9a0fb3a90001bd9aec,0,6,ps_rel,p,0,rel,525.0,The confessions that involved the television preacher,1,1234,EXP2
59ea4b9a0fb3a90001bd9aec,0,61,filler,-,-,-,279.6666666666667,A tight glove,1,1010,EXP2
59ea4b9a0fb3a90001bd9aec,0,39,filler,-,-,-,375.0,Every child,1,1431,EXP2
59ea4b9a0fb3a90001bd9aec,0,4,ss_prep,s,1,prep,326.0,The bright light in Doctor Smith's examination room,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,79,filler,-,-,-,245.33333333333334,A closed drawer,1,1294,EXP2
59ea4b9a0fb3a90001bd9aec,0,28,ss_prep,s,1,prep,523.3333333333334,The laboratory with the analog computer,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,43,filler,-,-,-,292.6666666666667,All the cats,1,1094,EXP2
59ea4b9a0fb3a90001bd9aec,0,70,filler,-,-,-,165.0,This shoe,1,932,EXP2
59ea4b9a0fb3a90001bd9aec,0,16,ss_rel,s,1,rel,8257.0,The consultant who advised the firm,1,989,EXP2
59ea4b9a0fb3a90001bd9aec,0,64,filler,-,-,-,419.6666666666667,The rusty blades,1,1192,EXP2
59ea4b9a0fb3a90001bd9aec,0,14,ps_rel,p,0,rel,1082.142857142857,The rebel soldiers who deserted the battle,1,921,EXP2
59ea4b9a0fb3a90001bd9aec,0,53,filler,-,-,-,1639.3333333333333,The prickly thorns,1,1017,EXP2
59ea4b9a0fb3a90001bd9aec,0,1,pp_prep,p,1,prep,3859.75,The demo tapes from the popular rock singers,0,1502,EXP2
59ea4b9a0fb3a90001bd9aec,0,42,filler,-,-,-,425.0,The farmers,1,1436,EXP2
59ea4b9a0fb3a90001bd9aec,0,76,filler,-,-,-,456.0,The gooey filling,0,1502,EXP2
59ea4b9a0fb3a90001bd9aec,0,31,sp_rel,s,0,rel,405.875,The Peace Corps volunteer who assisted the villages,1,944,EXP2
59ea4b9a0fb3a90001bd9aec,0,66,filler,-,-,-,344.0,The jackets,1,1067,EXP2
59ea4b9a0fb3a90001bd9aec,0,26,ps_prep,p,0,prep,356.3333333333333,The applicants for the corporate scholarship,0,1008,EXP2
59ea4b9a0fb3a90001bd9aec,0,36,filler,-,-,-,325.6666666666667,The slimy frog,1,1385,EXP2
59ea4b9a0fb3a90001bd9aec,0,35,filler,-,-,-,510.0,The fire,1,991,EXP2
59ea4b9a0fb3a90001bd9aec,0,13,pp_rel,p,1,rel,369.57142857142856,The offices that belonged to the accountants,1,1166,EXP2
59ea4b9a0fb3a90001bd9aec,0,57,filler,-,-,-,582.6666666666666,The wobbly leg,1,918,EXP2
59ea4b9a0fb3a90001bd9aec,0,27,sp_prep,s,0,prep,490.0,The editor of the history books,0,1500,EXP2
59ea4b9a0fb3a90001bd9aec,0,87,filler,-,-,-,473.0,Each fork,1,1008,EXP2
59ea4b9a0fb3a90001bd9aec,0,63,filler,-,-,-,370.6666666666667,The cracked knob,1,996,EXP2
59ea4b9a0fb3a90001bd9aec,0,24,ss_rel,s,1,rel,625.3333333333334,The speaker who addressed the meeting,1,1360,EXP2
59ea4b9a0fb3a90001bd9aec,0,34,filler,-,-,-,589.0,The dog,1,1036,EXP2
59ea4b9a0fb3a90001bd9aec,0,17,pp_prep,p,1,prep,582.2857142857143,The teaching assistants for the physics labs,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,48,filler,-,-,-,385.6666666666667,Some terminal diseases,1,1061,EXP2
59ea4b9a0fb3a90001bd9aec,0,12,ss_prep,s,1,prep,352.85714285714283,The traffic jam on the Okemos street,1,1338,EXP2
59ea4b9a0fb3a90001bd9aec,0,69,filler,-,-,-,22090.0,The tight fingers,1,1075,EXP2
59ea4b9a0fb3a90001bd9aec,0,50,filler,-,-,-,572.0,The President,1,1134,EXP2
59ea4b9a0fb3a90001bd9aec,0,29,pp_rel,p,1,rel,21423.333333333332,The demonstrators that interrupted the rallies,1,1047,EXP2
59ea4b9a0fb3a90001bd9aec,0,51,filler,-,-,-,372.0,The Prime Minister,1,1173,EXP2
59ea4b9a0fb3a90001bd9aec,0,15,sp_rel,s,0,rel,470.1666666666667,The actor who directed the films,1,1177,EXP2
59ea4b9a0fb3a90001bd9aec,0,75,filler,-,-,-,367.0,A train,1,1121,EXP2
59ea4b9a0fb3a90001bd9aec,0,77,filler,-,-,-,448.5,An oven,1,944,EXP2
59ea4b9a0fb3a90001bd9aec,0,18,ps_prep,p,0,prep,350.6666666666667,The couriers with the diplomat's message,0,1285,EXP2
59ea4b9a0fb3a90001bd9aec,0,58,filler,-,-,-,617.3333333333334,Some iron railings,1,1300,EXP2
59ea4b9a0fb3a90001bd9aec,0,30,ps_rel,p,0,rel,53885.42857142857,The students who had failed the class,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,60,filler,-,-,-,419.0,A purse,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,56,filler,-,-,-,327.0,The laptop,1,994,EXP2
59ea4b9a0fb3a90001bd9aec,0,11,sp_prep,s,0,prep,674.0,The neutral zone around the Arcturian solar systems,1,1037,EXP2
59ea4b9a0fb3a90001bd9aec,0,78,filler,-,-,-,1760.0,Some loud speakers,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,2,ps_prep,p,0,prep,8235.714285714286,The pamphlets from the British government agency,0,1502,EXP2
59ea4b9a0fb3a90001bd9aec,0,85,filler,-,-,-,338.5,This chain,0,940,EXP2
59ea4b9a0fb3a90001bd9aec,0,32,ss_rel,s,1,rel,1589.3333333333333,The ruler who enslaved the city-state,1,1454,EXP2
59ea4b9a0fb3a90001bd9aec,0,33,filler,-,-,-,334.3333333333333,The unhappy man,1,1139,EXP2
59ea4b9a0fb3a90001bd9aec,0,55,filler,-,-,-,555.0,Some chairs,0,1043,EXP2
59ea4b9a0fb3a90001bd9aec,0,25,pp_prep,p,1,prep,3026.8571428571427,The directors of the forthcoming motion pictures,0,1503,EXP2
59ea4b9a0fb3a90001bd9aec,0,41,filler,-,-,-,576.3333333333334,A helpless lamb,1,1157,EXP2
59ea4b9a0fb3a90001bd9aec,0,72,filler,-,-,-,858.5,A staircase,1,1133,EXP2
59ea4b9a0fb3a90001bd9aec,0,22,ps_rel,p,0,rel,44193.666666666664,The composers who rewrote the opera,0,1501,EXP2
59ea4b9a0fb3a90001bd9aec,0,88,filler,-,-,-,358.5,Those shoes,0,1493,EXP2
59ea4b9a0fb3a90001bd9aec,0,19,sp_prep,s,0,prep,678.1666666666666,The star of the Broadway musicals,1,951,EXP2
59ea4b9a0fb3a90001bd9aec,0,86,filler,-,-,-,469.3333333333333,That dull razor,0,1035,EXP2
59ea4b9a0fb3a90001bd9aec,0,46,filler,-,-,-,369.5,The policemen,0,1115,EXP2
59ea4b9a0fb3a90001bd9aec,0,21,pp_rel,p,1,rel,227.33333333333334,The pictures that embarrassed the politicians,1,1220,EXP2
59ea4b9a0fb3a90001bd9aec,0,37,filler,-,-,-,857.0,These hungry boys,1,1137,EXP2
59ea4b9a0fb3a90001bd9aec,0,71,filler,-,-,-,421.5,Those plants,1,1418,EXP2
59ea4b9a0fb3a90001bd9aec,0,20,ss_prep,s,1,prep,25802.333333333332,The corporation with the banking monopoly,0,1500,EXP2
59ea4b9a0fb3a90001bd9aec,0,59,filler,-,-,-,398.6666666666667,These crooked prongs,0,931,EXP2
59ea4b9a0fb3a90001bd9aec,0,40,filler,-,-,-,479.6666666666667,Those unlucky firemen,0,1502,EXP2
59ea4b9a0fb3a90001bd9aec,0,23,sp_rel,s,0,rel,793.1428571428571,The teacher who received the education certificates,0,1313,EXP2
59ea4b9a0fb3a90001bd9aec,0,52,filler,-,-,-,323.6666666666667,The lazy student,1,1428,EXP2
59ea4b9a0fb3a90001bd9aec,0,80,filler,-,-,-,545.0,The roses,0,926,EXP2
59246188ddfbc8000170ada0,1,71,filler,-,-,-,562.5,Those plants,1,561,EXP2
59246188ddfbc8000170ada0,1,86,filler,-,-,-,585.3333333333334,That dull razor,1,538,EXP2
59246188ddfbc8000170ada0,1,82,filler,-,-,-,525.0,The icy wings,1,483,EXP2
59246188ddfbc8000170ada0,1,87,filler,-,-,-,534.5,Each fork,1,482,EXP2
59246188ddfbc8000170ada0,1,65,filler,-,-,-,506.0,The chain,1,450,EXP2
59246188ddfbc8000170ada0,1,49,filler,-,-,-,618.6666666666666,A quiet librarian,1,606,EXP2
59246188ddfbc8000170ada0,1,76,filler,-,-,-,540.0,The gooey filling,1,392,EXP2
59246188ddfbc8000170ada0,1,78,filler,-,-,-,517.6666666666666,Some loud speakers,1,525,EXP2
59246188ddfbc8000170ada0,1,32,pp_prep,p,1,prep,508.0,The rulers of the Roman city-states,1,810,EXP2
59246188ddfbc8000170ada0,1,55,filler,-,-,-,483.5,Some chairs,1,618,EXP2
59246188ddfbc8000170ada0,1,11,ss_prep,s,1,prep,659.5,The neutral zone around the Arcturian solar system,1,482,EXP2
59246188ddfbc8000170ada0,1,46,filler,-,-,-,798.5,The policemen,1,550,EXP2
59246188ddfbc8000170ada0,1,75,filler,-,-,-,562.0,A train,1,415,EXP2
59246188ddfbc8000170ada0,1,7,ss_rel,s,1,rel,552.75,The charismatic leader who addressed the dissident group,1,561,EXP2
59246188ddfbc8000170ada0,1,47,filler,-,-,-,532.6666666666666,The unavoidable disaster,1,506,EXP2
59246188ddfbc8000170ada0,1,5,ps_rel,p,0,rel,558.25,The security forces that patrolled the manufacturing plant,1,888,EXP2
59246188ddfbc8000170ada0,1,64,filler,-,-,-,431.0,The rusty blades,1,809,EXP2
59246188ddfbc8000170ada0,1,6,sp_rel,s,0,rel,475.7142857142857,The confession that involved the television preachers,1,832,EXP2
59246188ddfbc8000170ada0,1,38,filler,-,-,-,416.5,Some roosters,1,673,EXP2
59246188ddfbc8000170ada0,1,61,filler,-,-,-,589.0,A tight glove,1,269,EXP2
59246188ddfbc8000170ada0,1,10,sp_prep,s,0,prep,489.5,The memo from the junior executives,1,763,EXP2
59246188ddfbc8000170ada0,1,63,filler,-,-,-,607.3333333333334,The cracked knob,1,337,EXP2
59246188ddfbc8000170ada0,1,4,pp_rel,p,1,rel,490.0,The bright lights that lit the small examination rooms,1,1000,EXP2
59246188ddfbc8000170ada0,1,72,filler,-,-,-,658.0,A staircase,1,854,EXP2
59246188ddfbc8000170ada0,1,53,filler,-,-,-,679.0,The prickly thorns,1,314,EXP2
59246188ddfbc8000170ada0,1,25,ps_prep,p,0,prep,482.14285714285717,The directors of the forthcoming motion picture,1,753,EXP2
59246188ddfbc8000170ada0,1,41,filler,-,-,-,528.6666666666666,A helpless lamb,1,471,EXP2
59246188ddfbc8000170ada0,1,12,pp_rel,p,1,rel,564.1428571428571,The traffic jams that obstructed the streets,1,1202,EXP2
59246188ddfbc8000170ada0,1,68,filler,-,-,-,495.0,These churches,1,606,EXP2
59246188ddfbc8000170ada0,1,44,filler,-,-,-,536.3333333333334,This mad scientist,1,269,EXP2
59246188ddfbc8000170ada0,1,3,ss_prep,s,1,prep,624.3333333333334,The tire-eater in the carnival sideshow,1,618,EXP2
59246188ddfbc8000170ada0,1,51,filler,-,-,-,858.6666666666666,The Prime Minister,1,247,EXP2
59246188ddfbc8000170ada0,1,2,sp_prep,s,0,prep,520.7142857142857,The pamphlet from the British government agencies,0,539,EXP2
59246188ddfbc8000170ada0,1,84,filler,-,-,-,716.3333333333334,A faulty zipper,1,347,EXP2
59246188ddfbc8000170ada0,1,15,ss_rel,s,1,rel,519.3333333333334,The actor who directed the film,1,551,EXP2
59246188ddfbc8000170ada0,1,80,filler,-,-,-,596.5,The roses,1,369,EXP2
59246188ddfbc8000170ada0,1,35,filler,-,-,-,506.5,The fire,1,314,EXP2
59246188ddfbc8000170ada0,1,8,pp_prep,p,1,prep,611.3333333333334,The advisors for the chemistry students,1,662,EXP2
59246188ddfbc8000170ada0,1,79,filler,-,-,-,750.0,A closed drawer,1,314,EXP2
59246188ddfbc8000170ada0,1,13,ps_rel,p,0,rel,471.0,The offices that belonged to the accountant,1,1417,EXP2
59246188ddfbc8000170ada0,1,57,filler,-,-,-,510.0,The wobbly leg,1,281,EXP2
59246188ddfbc8000170ada0,1,59,filler,-,-,-,506.6666666666667,These crooked prongs,1,729,EXP2
59246188ddfbc8000170ada0,1,14,sp_rel,s,0,rel,466.0,The rebel soldier who deserted the battles,1,708,EXP2
59246188ddfbc8000170ada0,1,88,filler,-,-,-,787.5,Those shoes,1,360,EXP2
59246188ddfbc8000170ada0,1,1,ps_prep,p,0,prep,478.125,The demo tapes from the popular rock singer,1,460,EXP2
59246188ddfbc8000170ada0,1,56,filler,-,-,-,489.5,The laptop,1,359,EXP2
59246188ddfbc8000170ada0,1,54,filler,-,-,-,585.5,The bike,1,358,EXP2
59246188ddfbc8000170ada0,1,30,sp_rel,s,0,rel,453.2857142857143,The student who had failed the classes,0,1502,EXP2
59246188ddfbc8000170ada0,1,48,filler,-,-,-,585.0,Some terminal diseases,1,348,EXP2
59246188ddfbc8000170ada0,1,9,ps_prep,p,0,prep,491.1666666666667,The superintendents of the technical school,1,652,EXP2
59246188ddfbc8000170ada0,1,43,filler,-,-,-,431.0,All the cats,1,551,EXP2
59246188ddfbc8000170ada0,1,18,sp_prep,s,0,prep,448.1666666666667,The courier with the diplomat's messages,0,944,EXP2
59246188ddfbc8000170ada0,1,42,filler,-,-,-,686.0,The farmers,1,359,EXP2
59246188ddfbc8000170ada0,1,69,filler,-,-,-,588.6666666666666,The tight fingers,1,494,EXP2
59246188ddfbc8000170ada0,1,21,ps_rel,p,0,rel,493.0,The pictures that embarrassed the politician,1,471,EXP2
59246188ddfbc8000170ada0,1,50,filler,-,-,-,607.5,The President,1,303,EXP2
59246188ddfbc8000170ada0,1,31,ss_rel,s,1,rel,589.25,The Peace Corps volunteer who assisted the village,1,753,EXP2
59246188ddfbc8000170ada0,1,62,filler,-,-,-,647.0,The newspaper,1,303,EXP2
59246188ddfbc8000170ada0,1,37,filler,-,-,-,487.6666666666667,These hungry boys,1,482,EXP2
59246188ddfbc8000170ada0,1,27,ss_prep,s,1,prep,444.3333333333333,The editor of the history book,1,393,EXP2
59246188ddfbc8000170ada0,1,34,filler,-,-,-,596.5,The dog,1,302,EXP2
59246188ddfbc8000170ada0,1,20,pp_rel,p,1,rel,562.5,The corporations that dissolved the monopolies,1,674,EXP2
59246188ddfbc8000170ada0,1,85,filler,-,-,-,912.0,This chain,1,357,EXP2
59246188ddfbc8000170ada0,1,81,filler,-,-,-,579.5,These radios,1,763,EXP2
59246188ddfbc8000170ada0,1,16,pp_prep,p,1,prep,446.3333333333333,The consultants for the growing firms,1,955,EXP2
59246188ddfbc8000170ada0,1,74,filler,-,-,-,551.0,The coat,1,314,EXP2
59246188ddfbc8000170ada0,1,24,pp_prep,p,1,prep,513.8333333333334,The speakers at the union meetings,1,741,EXP2
59246188ddfbc8000170ada0,1,52,filler,-,-,-,480.0,The lazy student,1,438,EXP2
59246188ddfbc8000170ada0,1,17,ps_prep,p,0,prep,472.42857142857144,The teaching assistants for the physics lab,0,584,EXP2
59246188ddfbc8000170ada0,1,45,filler,-,-,-,472.5,A hunter,1,370,EXP2
59246188ddfbc8000170ada0,1,83,filler,-,-,-,521.3333333333334,The kitchen sink,1,314,EXP2
